movieId,title,imdbId,tmdbId,Date
667,Bloodsport2(a.k.a.BloodsportII:TheNextKumite),0112536,25087,1996
668,SongoftheLittleRoad(PatherPanchali),0048473,5801,1955
670,"WorldofApu,The(ApurSansar)",0052572,896,1959
671,MysteryScienceTheater3000:TheMovie,0117128,3065,1996
673,SpaceJam,0117705,2300,1996
674,Barbarella,0062711,8069,1968
678,SomeFolksCallItaSlingBlade,0108181,27768,1993
679,"RunoftheCountry,The",0114307,221917,1995
680,"Alphaville(Alphaville,une??trangeaventuredeLemmyCaution)",0058898,8072,1965
685,It'sMyParty,0113443,33245,1996
688,OperationDumboDrop,0114048,27281,1995
691,Mrs.Winterbourne,0117104,40001,1996
692,Solo,0117688,29621,1996
694,"Substitute,The",0117774,20762,1996
695,TrueCrime,0114736,37144,1996
697,FeelingMinnesota,0116289,12656,1996
698,DeltaofVenus,0109593,38867,1995
700,Angus,0112368,25969,1995
703,Boys,0115742,43634,1996
704,"Quest,The",0117420,9103,1996
706,SunsetPark,0117784,29649,1996
707,MulhollandFalls,0117107,10990,1996
708,"TruthAboutCats&Dogs,The",0117979,8866,1996
709,Oliver&Company,0095776,12233,1988
710,CelticPride,0115851,23449,1996
711,Flipper,0116322,36355,1996
714,DeadMan,0112817,922,1995
715,"HorsemanontheRoof,The(Hussardsurletoit,Le)",0113362,11876,1995
718,"Visitors,The(Visiteurs,Les)",0108500,11687,1993
719,Multiplicity,0117108,9304,1996
720,Wallace&Gromit:TheBestofAardmanAnimation,0118114,503475,1996
722,"HauntedWorldofEdwardD.WoodJr.,The",0113270,73183,1996
724,"Craft,The",0115963,9100,1996
725,"GreatWhiteHype,The",0116448,20759,1996
726,LastDance,0116827,46063,1996
728,ColdComfortFarm,0112701,32513,1995
731,Heaven'sPrisoners,0116508,36915,1996
733,"Rock,The",0117500,9802,1996
735,CemeteryMan(DellamorteDellamore),0109592,21588,1994
736,Twister,0117998,664,1996
737,BarbWire,0115624,11867,1996
741,GhostintheShell(K??kakukid??tai),0113568,9323,1995
742,Thinner,0117894,10280,1996
743,SpyHard,0117723,10535,1996
745,Wallace&Gromit:ACloseShave,0112691,532,1995
747,"Stupids,The",0117768,16299,1996
748,"Arrival,The",0115571,10547,1996
750,Dr.Strangeloveor:HowILearnedtoStopWorryingandLovetheBomb,0057012,935,1964
757,AshesofTime(Dungchesaiduk),0109688,40751,1994
759,MayaLin:AStrongClearVision,0110480,85778,1994
760,Stalingrad,0108211,11101,1993
761,"Phantom,The",0117331,9826,1996
762,Striptease,0117765,9879,1996
764,Heavy,0113280,22621,1995
765,Jack,0116669,7095,1996
766,IShotAndyWarhol,0116594,26890,1996
773,ToukiBouki,0070820,77771,1973
775,SpiritsoftheDead,0063715,41225,1968
778,Trainspotting,0117951,627,1996
779,'TilThereWasYou,0118523,32872,1997
780,IndependenceDay(a.k.a.ID4),0116629,602,1996
781,StealingBeauty,0117737,14553,1996
782,"Fan,The",0116277,9566,1996
783,"HunchbackofNotreDame,The",0116583,10545,1996
784,"CableGuy,The",0115798,9894,1996
785,Kingpin,0116778,11543,1996
786,Eraser,0116213,9268,1996
788,"NuttyProfessor,The",0117218,9327,1996
790,"UnforgettableSummer,An(Un??t??inoubliable)",0111546,81949,1994
791,"LastKlezmer:LeopoldKozlowski,HisLifeandMusic,The",0113610,\N,1994
795,SomebodytoLove,0111237,44535,1994
798,Daylight,0116040,11228,1996
799,"Frighteners,The",0116365,10779,1996
800,LoneStar,0116905,26748,1996
801,HarriettheSpy,0116493,38223,1996
802,Phenomenon,0117333,9294,1996
803,WalkingandTalking,0118113,49963,1996
