movieId,genres,index
239,Children,449
239,Comedy,450
239,Romance,451
240,Thriller,452
241,Children,453
241,Drama,454
242,Drama,455
242,Musical,456
243,Children,457
243,Comedy,458
243,Fantasy,459
246,Documentary,460
247,Crime,461
247,Drama,462
248,Comedy,463
249,Drama,464
249,Romance,465
250,Children,466
250,Comedy,467
251,Action,468
252,Comedy,469
252,Romance,470
253,Drama,471
253,Horror,472
254,Drama,473
255,Comedy,474
256,Comedy,475
256,Sci-Fi,476
257,Mystery,477
257,Thriller,478
258,Adventure,479
258,Children,480
258,Comedy,481
258,Fantasy,482
258,Romance,483
259,Crime,484
259,Drama,485
259,Thriller,486
260,Action,487
260,Adventure,488
260,Sci-Fi,489
261,Drama,490
262,Children,491
262,Drama,492
263,Drama,493
265,Drama,494
265,Fantasy,495
265,Romance,496
266,Drama,497
266,Romance,498
266,War,499
266,Western,500
267,Comedy,501
269,Drama,502
270,Drama,503
270,Romance,504
271,Drama,505
272,Comedy,506
272,Drama,507
273,Drama,508
273,Horror,509
273,Sci-Fi,510
274,Comedy,511
275,Comedy,512
276,Comedy,513
276,Romance,514
277,Drama,515
278,Comedy,516
279,Drama,517
280,Drama,518
280,Thriller,519
281,Comedy,520
281,Drama,521
281,Romance,522
282,Drama,523
283,Crime,524
283,Drama,525
284,Action,526
284,Crime,527
285,Drama,528
285,Horror,529
287,Comedy,530
287,Romance,531
288,Action,532
288,Crime,533
288,Thriller,534
289,Comedy,535
289,Romance,536
290,Crime,537
290,Drama,538
291,Drama,539
291,Thriller,540
292,Action,541
292,Drama,542
292,Sci-Fi,543
292,Thriller,544
293,Action,545
293,Crime,546
293,Drama,547
293,Thriller,548
294,Comedy,549
294,Romance,550
295,Comedy,551
295,Romance,552
296,Comedy,553
296,Crime,554
296,Drama,555
296,Thriller,556
298,Drama,557
299,Drama,558
300,Drama,559
301,Drama,560
301,Romance,561
302,Drama,562
302,Romance,563
303,Action,564
303,Thriller,565
303,Western,566
304,Comedy,567
304,Drama,568
305,Comedy,569
306,Drama,570
307,Drama,571
308,Comedy,572
308,Drama,573
310,Comedy,574
311,Horror,575
311,Thriller,576
312,Comedy,577
313,Animation,578
313,Children,579
314,Children,580
314,Drama,581
314,Fantasy,582
314,Mystery,583
315,Action,584
315,Drama,585
315,Thriller,586
316,Action,587
316,Adventure,588
316,Sci-Fi,589
317,Comedy,590
317,Drama,591
317,Fantasy,592
318,Crime,593
318,Drama,594
319,Comedy,595
319,Drama,596
319,Thriller,597
320,Film-Noir,598
320,Thriller,599
321,Drama,600
322,Comedy,601
322,Drama,602
324,Comedy,603
324,Drama,604
325,Comedy,605
326,Drama,606
327,Action,607
327,Comedy,608
327,Sci-Fi,609
328,Horror,610
328,Thriller,611
329,Adventure,612
329,Drama,613
329,Sci-Fi,614
330,Action,615
330,Crime,616
330,Horror,617
331,Drama,618
332,Horror,619
332,Sci-Fi,620
333,Comedy,621
334,Drama,622
335,Mystery,623
335,Thriller,624
336,Drama,625
336,War,626
337,Drama,627
338,Action,628
338,Sci-Fi,629
338,Thriller,630
339,Comedy,631
339,Romance,632
340,Adventure,633
340,Drama,634
340,War,635
341,Drama,636
342,Comedy,637
343,Children,638
344,Comedy,639
345,Comedy,640
345,Drama,641
346,Drama,642
346,Musical,643
347,Drama,644
347,Film-Noir,645
347,Romance,646
348,Comedy,647
349,Action,648
349,Crime,649
349,Drama,650
349,Thriller,651
350,Drama,652
350,Mystery,653
350,Thriller,654
351,Comedy,655
351,Drama,656
351,Romance,657
352,Comedy,658
352,Drama,659
353,Action,660
353,Crime,661
353,Fantasy,662
353,Thriller,663
354,Drama,664
355,Children,665
355,Comedy,666
355,Fantasy,667
356,Comedy,668
356,Drama,669
356,Romance,670
356,War,671
357,Comedy,672
357,Romance,673
358,Drama,674
359,Comedy,675
359,Drama,676
359,Romance,677
360,Action,678
360,Comedy,679
361,Comedy,680
361,Drama,681
361,Romance,682
362,Adventure,683
362,Children,684
362,Romance,685
363,Documentary,686
364,Adventure,687
364,Animation,688
364,Children,689
364,Drama,690
364,Musical,691
364,IMAX,692
365,Drama,693
366,Drama,694
366,Horror,695
366,Mystery,696
366,Thriller,697
367,Action,698
367,Comedy,699
367,Crime,700
367,Fantasy,701
368,Adventure,702
368,Comedy,703
368,Western,704
369,Drama,705
370,Action,706
370,Comedy,707
371,Comedy,708
371,Drama,709
372,Comedy,710
372,Drama,711
372,Romance,712
373,Thriller,713
374,Children,714
374,Comedy,715
376,Action,716
376,Thriller,717
377,Action,718
377,Romance,719
377,Thriller,720
378,Comedy,721
378,Romance,722
379,Action,723
379,Sci-Fi,724
379,Thriller,725
380,Action,726
380,Adventure,727
380,Comedy,728
380,Romance,729
380,Thriller,730
381,Drama,731
381,Romance,732
382,Drama,733
382,Horror,734
382,Romance,735
382,Thriller,736
383,Western,737
384,Action,738
384,Crime,739
384,Drama,740
385,Drama,741
386,Drama,742
387,Action,743
387,Comedy,744
388,Drama,745
389,Drama,746
389,Romance,747
389,War,748
390,Action,749
390,Crime,750
390,Drama,751
391,Crime,752
391,Drama,753
393,Action,754
393,Adventure,755
393,Fantasy,756
405,Action,757
405,Fantasy,758
406,Drama,759
407,Horror,760
407,Thriller,761
408,Drama,762
409,Crime,763
409,Drama,764
410,Children,765
410,Comedy,766
410,Fantasy,767
412,Drama,768
413,Comedy,769
414,Comedy,770
415,Comedy,771
415,Thriller,772
416,Western,773
417,Comedy,774
417,Romance,775
418,Drama,776
419,Comedy,777
420,Action,778
420,Comedy,779
420,Crime,780
420,Thriller,781
421,Adventure,782
421,Children,783
421,Drama,784
422,Thriller,785
423,Action,786
423,Thriller,787
424,Drama,788
425,Drama,789
425,Romance,790
426,Horror,791
426,Sci-Fi,792
426,Thriller,793
427,Drama,794
427,Mystery,795
427,Romance,796
427,Thriller,797
428,Drama,798
429,Comedy,799
430,Comedy,800
430,Drama,801
431,Crime,802
431,Drama,803
432,Adventure,804
432,Comedy,805
432,Western,806
433,Comedy,807
434,Action,808
434,Adventure,809
434,Thriller,810
435,Comedy,811
435,Sci-Fi,812
436,Drama,813
436,Thriller,814
437,Comedy,815
438,Action,816
438,Comedy,817
438,Drama,818
440,Comedy,819
440,Romance,820
441,Comedy,821
442,Action,822
442,Adventure,823
442,Sci-Fi,824
444,Comedy,825
444,Romance,826
445,Comedy,827
446,Drama,828
446,Romance,829
448,Drama,830
449,Comedy,831
450,Comedy,832
450,Drama,833
451,Drama,834
451,Mystery,835
451,Romance,836
452,Drama,837
453,Comedy,838
453,Romance,839
454,Drama,840
454,Thriller,841
455,Adventure,842
455,Children,843
455,Drama,844
456,Crime,845
456,Drama,846
456,Thriller,847
457,Thriller,848
458,Drama,849
458,Western,850
459,Action,851
459,Adventure,852
459,Crime,853
459,Drama,854
459,Romance,855
459,Thriller,856
460,Comedy,857
461,Drama,858
461,Romance,859
464,Action,860
464,Adventure,861
464,Crime,862
464,Thriller,863
466,Action,864
466,Comedy,865
466,War,866
467,Comedy,867
468,Comedy,868
468,Romance,869
469,Drama,870
469,Romance,871
470,Comedy,872
471,Comedy,873
472,Comedy,874
472,Drama,875
473,Comedy,876
473,War,877
474,Action,878
474,Thriller,879
475,Drama,880
476,Comedy,881
476,Drama,882
477,Drama,883
477,Musical,884
478,Comedy,885
478,Crime,886
478,Drama,887
479,Action,888
479,Crime,889
479,Thriller,890
480,Action,891
480,Adventure,892
480,Sci-Fi,893
480,Thriller,894
481,Drama,895
481,Thriller,896
482,Crime,897
482,Drama,898
482,Thriller,899
484,Adventure,900
484,Children,901
485,Action,902
485,Adventure,903
485,Comedy,904
485,Fantasy,905
486,Comedy,906
487,Comedy,907
487,Western,908
488,Drama,909
488,Romance,910
489,Comedy,911
490,Thriller,912
491,Drama,913
492,Comedy,914
492,Mystery,915
493,Action,916
493,Crime,917
493,Drama,918
494,Action,919
494,Adventure,920
494,Thriller,921
495,Drama,922
496,Comedy,923
496,Drama,924
496,Romance,925
496,Thriller,926
497,Comedy,927
497,Romance,928
499,Comedy,929
499,Romance,930
500,Comedy,931
500,Drama,932
501,Drama,933
502,Action,934
502,Children,935
502,Romance,936
504,Action,937
504,Drama,938
504,Sci-Fi,939
505,Comedy,940
506,Drama,941
506,Fantasy,942
506,Romance,943
507,Crime,944
507,Drama,945
507,Thriller,946
508,Drama,947
509,Drama,948
509,Romance,949
510,Drama,950
511,Action,951
511,Drama,952
512,Horror,953
512,Sci-Fi,954
513,Comedy,955
513,Mystery,956
513,Romance,957
514,Comedy,958
515,Drama,959
515,Romance,960
516,Comedy,961
516,Drama,962
517,Action,963
517,Drama,964
517,Mystery,965
518,Comedy,966
519,Action,967
519,Crime,968
519,Drama,969
519,Sci-Fi,970
519,Thriller,971
520,Comedy,972
521,Crime,973
521,Thriller,974
522,Action,975
522,Drama,976
523,Drama,977
524,Drama,978
526,Drama,979
527,Drama,980
527,War,981
528,Comedy,982
528,Drama,983
529,Drama,984
531,Children,985
531,Drama,986
532,Comedy,987
532,Crime,988
532,Horror,989
533,Action,990
533,Adventure,991
533,Fantasy,992
533,Mystery,993
534,Drama,994
534,Romance,995
535,Drama,996
536,Drama,997
537,Drama,998
538,Drama,999
539,Comedy,1000
539,Drama,1001
539,Romance,1002
540,Thriller,1003
541,Action,1004
541,Sci-Fi,1005
541,Thriller,1006
542,Comedy,1007
542,Drama,1008
542,Romance,1009
543,Comedy,1010
543,Romance,1011
543,Thriller,1012
544,Action,1013
544,Crime,1014
546,Action,1015
546,Adventure,1016
546,Children,1017
546,Comedy,1018
546,Fantasy,1019
546,Sci-Fi,1020
547,Action,1021
547,Adventure,1022
547,Thriller,1023
548,Action,1024
548,Mystery,1025
548,Thriller,1026
549,Drama,1027
549,Musical,1028
550,Comedy,1029
550,Romance,1030
551,Animation,1031
551,Children,1032
551,Fantasy,1033
551,Musical,1034
552,Action,1035
552,Adventure,1036
552,Comedy,1037
552,Romance,1038
553,Action,1039
553,Drama,1040
553,Western,1041
555,Crime,1042
555,Thriller,1043
556,Documentary,1044
558,Action,1045
558,Adventure,1046
558,Animation,1047
558,Children,1048
558,Fantasy,1049
562,Comedy,1050
562,Drama,1051
563,Drama,1052
563,Romance,1053
564,Comedy,1054
567,Comedy,1055
567,Drama,1056
568,Comedy,1057
568,Drama,1058
569,Comedy,1059
569,Drama,1060
573,Drama,1061
574,Comedy,1062
574,Drama,1063
575,Children,1064
575,Comedy,1065
577,Adventure,1066
577,Children,1067
577,Drama,1068
579,Crime,1069
579,Thriller,1070
580,Drama,1071
581,Documentary,1072
583,Comedy,1073
583,Drama,1074
585,Comedy,1075
586,Children,1076
586,Comedy,1077
587,Comedy,1078
587,Drama,1079
587,Fantasy,1080
587,Romance,1081
587,Thriller,1082
588,Adventure,1083
588,Animation,1084
588,Children,1085
588,Comedy,1086
588,Musical,1087
589,Action,1088
589,Sci-Fi,1089
590,Adventure,1090
590,Drama,1091
590,Western,1092
592,Action,1093
592,Crime,1094
592,Thriller,1095
593,Crime,1096
593,Horror,1097
593,Thriller,1098
594,Animation,1099
594,Children,1100
594,Drama,1101
594,Fantasy,1102
594,Musical,1103
595,Animation,1104
595,Children,1105
595,Fantasy,1106
595,Musical,1107
595,Romance,1108
595,IMAX,1109
596,Animation,1110
596,Children,1111
596,Fantasy,1112
596,Musical,1113
597,Comedy,1114
597,Romance,1115
599,Adventure,1116
599,Western,1117
600,Action,1118
600,Comedy,1119
600,Crime,1120
602,Documentary,1121
605,Drama,1122
605,Romance,1123
606,Fantasy,1124
606,Horror,1125
608,Comedy,1126
608,Crime,1127
608,Drama,1128
608,Thriller,1129
609,Adventure,1130
609,Children,1131
610,Action,1132
610,Adventure,1133
610,Animation,1134
610,Horror,1135
610,Sci-Fi,1136
611,Action,1137
611,Horror,1138
611,Sci-Fi,1139
612,Comedy,1140
613,Drama,1141
613,Romance,1142
615,Comedy,1143
615,Drama,1144
616,Animation,1145
616,Children,1146
617,Comedy,1147
617,Drama,1148
618,Comedy,1149
618,Romance,1150
619,Comedy,1151
626,Comedy,1152
627,Drama,1153
627,Thriller,1154
628,Crime,1155
628,Drama,1156
628,Mystery,1157
628,Thriller,1158
631,Adventure,1159
631,Animation,1160
631,Children,1161
631,Fantasy,1162
631,Musical,1163
631,Romance,1164
632,Drama,1165
632,War,1166
633,Comedy,1167
634,Comedy,1168
635,Comedy,1169
635,Drama,1170
636,Drama,1171
637,Comedy,1172
638,Romance,1173
639,Comedy,1174
639,Drama,1175
640,Drama,1176
640,Thriller,1177
645,Drama,1178
647,Action,1179
647,Crime,1180
647,Drama,1181
647,War,1182
648,Action,1183
648,Adventure,1184
648,Mystery,1185
648,Thriller,1186
649,Comedy,1187
649,Drama,1188
650,Drama,1189
653,Action,1190
653,Adventure,1191
653,Fantasy,1192
656,Comedy,1193
661,Adventure,1194
661,Animation,1195
661,Children,1196
661,Fantasy,1197
661,Musical,1198
662,Thriller,1199
663,Comedy,1200
665,Comedy,1201
665,Drama,1202
665,War,1203
667,Action,1204
668,Drama,1205
670,Drama,1206
671,Comedy,1207
671,Sci-Fi,1208
673,Adventure,1209
673,Animation,1210
673,Children,1211
673,Comedy,1212
673,Fantasy,1213
673,Sci-Fi,1214
674,Adventure,1215
674,Comedy,1216
674,Sci-Fi,1217
678,Drama,1218
678,Thriller,1219
679,Drama,1220
680,Drama,1221
680,Mystery,1222
680,Romance,1223
680,Sci-Fi,1224
680,Thriller,1225
685,Drama,1226
688,Action,1227
688,Adventure,1228
688,Comedy,1229
688,War,1230
691,Comedy,1231
691,Romance,1232
692,Action,1233
692,Sci-Fi,1234
692,Thriller,1235
694,Action,1236
694,Crime,1237
694,Drama,1238
695,Mystery,1239
695,Thriller,1240
697,Drama,1241
697,Romance,1242
698,Drama,1243
700,Comedy,1244
703,Drama,1245
704,Action,1246
704,Adventure,1247
706,Drama,1248
707,Crime,1249
707,Drama,1250
707,Thriller,1251
708,Comedy,1252
708,Romance,1253
709,Adventure,1254
709,Animation,1255
709,Children,1256
709,Comedy,1257
709,Musical,1258
710,Comedy,1259
711,Adventure,1260
711,Children,1261
714,Drama,1262
714,Mystery,1263
714,Western,1264
715,Drama,1265
715,Romance,1266
718,Comedy,1267
718,Fantasy,1268
718,Sci-Fi,1269
719,Comedy,1270
720,Adventure,1271
720,Animation,1272
720,Comedy,1273
722,Documentary,1274
724,Drama,1275
724,Fantasy,1276
724,Horror,1277
724,Thriller,1278
725,Comedy,1279
726,Drama,1280
728,Comedy,1281
731,Crime,1282
731,Thriller,1283
733,Action,1284
733,Adventure,1285
733,Thriller,1286
735,Horror,1287
736,Action,1288
736,Adventure,1289
736,Romance,1290
736,Thriller,1291
737,Action,1292
737,Sci-Fi,1293
741,Animation,1294
741,Sci-Fi,1295
742,Horror,1296
742,Thriller,1297
743,Comedy,1298
745,Animation,1299
745,Children,1300
745,Comedy,1301
747,Comedy,1302
748,Action,1303
748,Sci-Fi,1304
748,Thriller,1305
750,Comedy,1306
750,War,1307
757,Drama,1308
759,Documentary,1309
760,Drama,1310
760,War,1311
761,Action,1312
761,Adventure,1313
762,Comedy,1314
762,Crime,1315
764,Drama,1316
764,Romance,1317
765,Comedy,1318
765,Drama,1319
766,Drama,1320
773,Drama,1321
775,Horror,1322
775,Mystery,1323
778,Comedy,1324
778,Crime,1325
778,Drama,1326
779,Drama,1327
779,Romance,1328
780,Action,1329
780,Adventure,1330
780,Sci-Fi,1331
780,Thriller,1332
781,Drama,1333
782,Drama,1334
782,Thriller,1335
783,Animation,1336
783,Children,1337
783,Drama,1338
783,Musical,1339
783,Romance,1340
784,Comedy,1341
784,Thriller,1342
785,Comedy,1343
786,Action,1344
786,Drama,1345
786,Thriller,1346
788,Comedy,1347
788,Fantasy,1348
788,Romance,1349
788,Sci-Fi,1350
790,Drama,1351
791,Documentary,1352
795,Drama,1353
798,Action,1354
798,Adventure,1355
798,Drama,1356
798,Thriller,1357
799,Comedy,1358
799,Horror,1359
799,Thriller,1360
800,Drama,1361
800,Mystery,1362
800,Western,1363
801,Children,1364
801,Comedy,1365
802,Drama,1366
802,Romance,1367
803,Comedy,1368
803,Drama,1369
803,Romance,1370
804,Comedy,1371
804,Romance,1372
805,Drama,1373
805,Thriller,1374
806,Crime,1375
806,Drama,1376
808,Adventure,1377
808,Children,1378
809,Action,1379
809,Adventure,1380
810,Children,1381
810,Comedy,1382
810,Fantasy,1383
813,Comedy,1384
818,Comedy,1385
823,Drama,1386
824,Drama,1387
824,Mystery,1388
828,Adventure,1389
828,Children,1390
829,Comedy,1391
829,Fantasy,1392
829,Musical,1393
830,Comedy,1394
832,Crime,1395
832,Thriller,1396
833,Comedy,1397
835,Drama,1398
836,Action,1399
836,Adventure,1400
836,Thriller,1401
837,Children,1402
837,Comedy,1403
837,Fantasy,1404
838,Comedy,1405
838,Drama,1406
838,Romance,1407
839,Action,1408
839,Thriller,1409
840,Children,1410
840,Comedy,1411
841,Horror,1412
842,Comedy,1413
842,Horror,1414
848,Drama,1415
849,Action,1416
849,Adventure,1417
849,Sci-Fi,1418
849,Thriller,1419
851,Drama,1420
852,Comedy,1421
852,Drama,1422
852,Romance,1423
858,Crime,1424
858,Drama,1425
861,Action,1426
861,Comedy,1427
861,Crime,1428
861,Thriller,1429
866,Crime,1430
866,Drama,1431
866,Romance,1432
866,Thriller,1433
867,Comedy,1434
867,Crime,1435
869,Crime,1436
869,Drama,1437
869,Musical,1438
869,Thriller,1439
870,Comedy,1440
875,Action,1441
875,Crime,1442
875,Drama,1443
876,Action,1444
876,Comedy,1445
876,Crime,1446
876,Thriller,1447
879,Horror,1448
879,Thriller,1449
880,Sci-Fi,1450
880,Thriller,1451
881,Children,1452
881,Comedy,1453
882,Drama,1454
882,Thriller,1455
885,Children,1456
885,Drama,1457
885,Fantasy,1458
886,Action,1459
886,Comedy,1460
886,Crime,1461
888,Adventure,1462
888,Animation,1463
888,Children,1464
888,Musical,1465
889,Drama,1466
889,Romance,1467
891,Horror,1468
891,Thriller,1469
892,Comedy,1470
892,Drama,1471
892,Romance,1472
893,Drama,1473
896,Drama,1474
897,Adventure,1475
897,Drama,1476
897,Romance,1477
897,War,1478
898,Comedy,1479
898,Drama,1480
898,Romance,1481
899,Comedy,1482
899,Musical,1483
899,Romance,1484
900,Musical,1485
900,Romance,1486
901,Comedy,1487
901,Musical,1488
902,Drama,1489
902,Romance,1490
903,Drama,1491
903,Mystery,1492
903,Romance,1493
903,Thriller,1494
904,Mystery,1495
904,Thriller,1496
905,Comedy,1497
905,Romance,1498
906,Drama,1499
906,Thriller,1500
907,Comedy,1501
907,Musical,1502
907,Romance,1503
908,Action,1504
908,Adventure,1505
908,Mystery,1506
908,Romance,1507
908,Thriller,1508
909,Comedy,1509
909,Drama,1510
909,Romance,1511
910,Comedy,1512
910,Crime,1513
911,Comedy,1514
911,Crime,1515
911,Mystery,1516
911,Romance,1517
911,Thriller,1518
912,Drama,1519
912,Romance,1520
913,Film-Noir,1521
913,Mystery,1522
914,Comedy,1523
914,Drama,1524
914,Musical,1525
914,Romance,1526
915,Comedy,1527
915,Romance,1528
916,Comedy,1529
916,Drama,1530
916,Romance,1531
917,Children,1532
917,Drama,1533
918,Musical,1534
919,Adventure,1535
919,Children,1536
919,Fantasy,1537
919,Musical,1538
920,Drama,1539
920,Romance,1540
920,War,1541
921,Comedy,1542
922,Drama,1543
922,Film-Noir,1544
922,Romance,1545
923,Drama,1546
923,Mystery,1547
924,Adventure,1548
924,Drama,1549
924,Sci-Fi,1550
926,Drama,1551
927,Comedy,1552
928,Drama,1553
928,Mystery,1554
928,Romance,1555
928,Thriller,1556
929,Drama,1557
929,Film-Noir,1558
929,Mystery,1559
929,Thriller,1560
930,Film-Noir,1561
930,Romance,1562
930,Thriller,1563
931,Mystery,1564
931,Romance,1565
931,Thriller,1566
932,Drama,1567
932,Romance,1568
933,Crime,1569
933,Mystery,1570
933,Romance,1571
933,Thriller,1572
934,Comedy,1573
935,Comedy,1574
935,Musical,1575
936,Comedy,1576
936,Romance,1577
937,Comedy,1578
937,Romance,1579
938,Musical,1580
940,Action,1581
940,Adventure,1582
940,Romance,1583
941,Adventure,1584
942,Crime,1585
942,Film-Noir,1586
942,Mystery,1587
943,Drama,1588
943,Fantasy,1589
943,Romance,1590
944,Drama,1591
945,Comedy,1592
945,Musical,1593
