userId,movieId,tag,timestamp,index
62,7153,scenic,1528152580,110
62,7153,stylized,1528152577,111
62,7153,Tolkien,1528152561,112
62,8641,hilarious,1526249138,113
62,8641,Steve Carell,1526249156,114
62,8641,Will Ferrell,1526249135,115
62,27660,animation,1525554490,116
62,27660,anime,1525554488,117
62,27660,cyberpunk,1525554486,118
62,27660,dark,1525554500,119
62,27660,Matrix,1525554493,120
62,27660,sci-fi,1525554491,121
62,27706,dark comedy,1526248598,122
62,27706,Jim Carrey,1526248575,123
62,27706,meryl streep,1526248580,124
62,27706,quirky,1526248553,125
62,27706,stylized,1526248601,126
62,27808,Adam Sandler,1525554900,127
62,27808,family,1525554919,128
62,27808,sweet,1525554922,129
62,27831,British gangster,1532723304,130
62,27831,confusing,1532723364,131
62,27831,daniel craig,1532723305,132
62,27831,Exquisite plotting.,1532723355,133
62,27831,organized crime,1532723369,134
62,27831,stylish,1532723356,135
62,27831,Tom Hardy,1532723359,136
62,31658,anime,1525869041,137
62,31658,fantasy world,1525869051,138
62,31658,Hayao Miyazaki,1525869046,139
62,31658,Studio Ghibli,1525869044,140
62,33162,David Thewlis,1525554605,141
62,33162,Eva Green,1525554550,142
62,33162,Liam Neeson,1525554577,143
62,33162,Orlando Bloom,1525554511,144
62,34150,Chris Evans,1525554141,145
62,34150,comic book,1525554003,146
62,34150,heroine in tight suit,1525554138,147
62,34150,Jessica Alba,1525554127,148
62,34150,sexy female scientist,1525554144,149
62,34150,superhero,1525553977,150
62,37729,gothic,1530310527,151
62,37729,helena bonham carter,1530310534,152
62,37729,Johnny Depp,1530310529,153
62,37729,Tim Burton,1530310526,154
62,37729,visually appealing,1530310541,155
62,38061,black comedy,1532723380,156
62,38061,clever,1532723403,157
62,38061,fast-paced dialogue,1532723406,158
62,38061,good dialogue,1532723428,159
62,38061,Robert Downey Jr.,1532723408,160
62,38061,witty,1532723402,161
62,45447,adventure,1525637064,162
62,45447,Audrey Tautou,1525637075,163
62,45447,conspiracy theory,1525637062,164
62,45447,Mystery,1525637081,165
62,45447,Paris,1525637079,166
62,45447,Tom Hanks,1525637067,167
62,45447,treasure hunt,1525637084,168
62,46723,Brad Pitt,1525554217,169
62,46723,cate blanchett,1525554227,170
62,46723,multiple storylines,1525554215,171
62,46723,social commentary,1525554246,172
62,46972,Ben Stiller,1525554254,173
62,46972,Robin Williams,1525554255,174
62,46976,emma thompson,1536874692,175
62,46976,Maggie Gyllenhaal,1536874655,176
62,46976,modern fantasy,1536874658,177
62,46976,romance,1536874651,178
62,46976,surreal,1536874662,179
62,46976,Will Ferrell,1536874653,180
62,49130,Marion Cotillard,1526582371,181
62,49530,Africa,1536874706,182
62,49530,corruption,1536874704,183
62,49530,Jennifer Connelly,1536874701,184
62,49530,justice,1536874709,185
62,49530,Leonardo DiCaprio,1536874698,186
62,53464,bad acting,1525554797,187
62,53464,bad jokes,1525554811,188
62,53464,bad plot,1525554822,189
62,53464,Chris Evans,1525554807,190
62,53464,Jessica Alba,1525554794,191
62,53464,Marvel,1525554792,192
62,53464,sexy female scientist,1525554813,193
62,58047,Rachel Weisz,1528909364,194
62,58047,Ryan Reynolds,1528909347,195
62,59501,fantasy,1525637507,196
62,59501,lion,1525637517,197
62,59501,narnia,1525637508,198
62,59501,Tilda Swinton,1525637603,199
62,60074,bad script,1525554116,200
62,60074,Charlize Theron,1525554121,201
62,60074,Will Smith,1525554107,202
62,60126,Anne Hathaway,1527004240,203
62,60126,Steve Carell,1527004238,204
62,60756,comedy,1528934384,205
62,60756,funny,1528934381,206
62,60756,will ferrell,1528934379,207
62,61024,comedy,1528934218,208
62,61024,James Franco,1528934214,209
62,61024,Seth Rogen,1528934216,210
62,61024,Stoner Movie,1528934219,211
62,63992,audience intelligence underestimated,1528934237,212
62,63992,boring,1528934241,213
62,63992,chick flick,1528934247,214
62,63992,overrated,1528934240,215
62,63992,Teen movie,1528934233,216
62,68848,Adrien Brody,1527274305,217
62,68848,con artists,1527274320,218
62,68848,funny,1527274322,219
62,68848,interesting characters,1527274324,220
62,68848,Mark Ruffalo,1527274316,221
62,68848,Rachel Weisz,1527274311,222
62,71535,Bill Murray,1529777198,223
62,71535,dark comedy,1529777189,224
62,71535,Emma Stone,1529777192,225
62,71535,funny,1529777194,226
62,71535,Jesse Eisenberg,1529777186,227
62,71535,Woody Harrelson,1529777129,228
62,87430,audience intelligence underestimated,1525555172,229
62,87430,CGI,1525555168,230
62,87430,cheesy,1525555170,231
62,87430,comic book,1525555164,232
62,87430,DC,1525555176,233
62,87430,DC Comics,1525555184,234
62,87430,Ryan Reynolds,1525555162,235
62,87430,space,1525555182,236
62,87430,superhero,1525555181,237
62,88405,comedy,1525554879,238
62,88405,funny,1525554868,239
62,88405,happy ending,1525554872,240
62,88405,HOT actress,1525554880,241
62,88405,Justin Timberlake,1525554873,242
62,88405,Mila Kunis,1525554861,243
62,88405,New York City,1525554866,244
62,88405,romance,1525554883,245
62,88405,sex,1525554864,246
62,96861,Istanbul,1529611262,247
62,96861,Liam Neeson,1529611250,248
62,96861,predictable,1529611266,249
62,96861,Turkey,1529611256,250
62,96861,unnecessary sequel,1529611269,251
62,99114,action,1526078792,252
62,99114,Christoph Waltz,1526078766,253
62,99114,funny,1526078778,254
62,99114,good soundtrack,1526078785,255
62,99114,Great performances,1526078768,256
62,99114,Humour,1526078787,257
62,99114,Leonardo DiCaprio,1526078762,258
62,99114,Quentin Tarantino,1526078760,259
62,99114,Samuel L. Jackson,1526078763,260
62,99114,Soundtrack,1526078781,261
62,99114,western,1526078773,262
62,103042,Amy Adams,1525555328,263
62,103042,superhero,1525555319,264
62,104863,daniel radcliffe,1528843968,265
62,104863,zoe kazan,1528843965,266
62,107348,comedy,1528935011,267
62,107348,Steve Carell,1528935000,268
62,107348,stupid but funny,1528935013,269
62,107348,will ferrell,1528935002,270
62,108190,anti-intellectual,1525554841,271
62,108190,bad writing,1525554835,272
62,108190,dystopia,1525554830,273
62,108190,new society,1525554832,274
62,108190,plot holes,1525554845,275
62,108190,predictable,1525554847,276
62,108190,scifi,1525554839,277
62,108190,unintelligent,1525554843,278
62,111743,Charlize Theron,1530471420,279
62,111743,Liam Neeson,1530471434,280
62,111743,Seth MacFarlane,1530471419,281
62,111743,witty,1530471417,282
62,114180,action,1525554460,283
62,114180,dystopia,1525554450,284
62,114180,plot holes,1525554454,285
62,114180,post-apocalyptic,1525554458,286
62,114180,survival,1525554456,287
62,114180,thriller,1525554471,288
62,114180,unexplained,1525554473,289
62,114180,weak plot,1525554463,290
62,115149,dark hero,1528152251,291
62,115149,gun-fu,1528152257,292
62,115149,Keanu Reeves,1528152244,293
62,115149,Revenge,1528152241,294
62,115149,secret society,1528152258,295
62,115149,stylish,1528152247,296
62,116897,black comedy,1528152849,297
62,116897,dark comedy,1528152859,298
62,116897,dark humor,1528152847,299
62,116897,ironic,1528152854,300
62,116897,multiple short stories,1528152862,301
62,116897,short stories,1528152852,302
62,119141,bromance,1525555146,303
62,119141,comedy,1525555138,304
62,119141,funny,1525555129,305
62,119141,James Franco,1525555132,306
62,119141,Seth Rogen,1525555127,307
62,122912,comic book,1526029023,308
62,122912,Dr. Strange,1526029001,309
62,122912,Great villain,1526029025,310
62,122912,Guardians of the Galaxy,1526029015,311
62,122912,Marvel,1526028997,312
62,122912,MCU,1526028983,313
62,122912,Robert Downey Jr.,1526028991,314
62,122912,Thanos,1526028985,315
62,122912,Thor,1526029010,316
62,122912,Visually stunning,1526028994,317
62,128360,characters,1526078910,318
62,128360,Dialogue,1526078902,319
62,128360,humor,1526078901,320
62,128360,Kurt Russell,1526078886,321
62,128360,Quentin Tarantino,1526078877,322
62,128360,Samuel L. Jackson,1526078883,323
62,128360,tension building,1526078880,324
62,128360,violent,1526078912,325
62,128360,Western,1526078899,326
62,135133,dystopia,1525637480,327
62,135133,Jennifer Lawrence,1525637484,328
62,135133,love story,1525637487,329
62,135133,nonsense,1525637488,330
62,135133,politics,1525637499,331
62,135133,rebellion,1525637483,332
62,135133,revolution,1525637481,333
62,135518,Ben Kingsley,1530471365,334
62,135518,ethics,1530471346,335
62,135518,immortality,1530471343,336
62,135518,ryan reynolds,1530471352,337
62,135536,Bad story,1525555090,338
62,135536,Bad writing,1525555084,339
62,135536,Batman,1525555077,340
62,135536,Ben Affleck,1525555106,341
62,135536,comic book,1525555092,342
62,135536,dc comics,1525555080,343
62,135536,good soundtrack,1525555089,344
62,135536,Harley Quinn,1525555079,345
62,135536,Harley Quinn's ass,1525555094,346
62,135536,Horrible directing,1525555099,347
62,135536,Jared Leto,1525555072,348
62,135536,Joker,1525555074,349
62,135536,lack of plot,1525555069,350
62,135536,Margot Robbie,1525555073,351
62,135536,Poor story,1525555087,352
62,135536,poorly paced,1525555083,353
62,135536,superhero,1525555103,354
62,135536,visually appealing,1525555109,355
62,135536,Will Smith,1525555076,356
62,136864,action,1525555242,357
62,136864,batman,1525555211,358
62,136864,ben affleck,1525555223,359
62,136864,dark,1525555227,360
62,136864,dc comics,1525555225,361
62,136864,Gal Gadot,1525555240,362
62,136864,superhero,1525555243,363
62,136864,superman,1525555213,364
62,136864,wonderwoman,1525555233,365
62,139385,leonardo DiCarpio,1526079025,366
62,139385,survival,1526079019,367
62,139385,tom hardy,1526079029,368
62,139385,visually appealing,1526079038,369
62,158966,building a family,1526076353,370
62,158966,creative,1526076341,371
62,158966,freedom,1526076339,372
62,158966,good writing,1526076350,373
62,158966,individualism,1526076344,374
62,158966,Viggo Mortensen,1526076342,375
62,168248,action,1528152295,376
62,168248,dark hero,1528152291,377
62,168248,gun tactics,1528152287,378
62,168248,hitman,1528152293,379
62,168248,Keanu Reeves,1528152284,380
62,168248,organized crime,1528152289,381
62,168248,secret society,1528152282,382
62,174053,Dystopia,1525637341,383
62,174053,future,1525637343,384
62,174053,interesting,1525637346,385
62,174053,jon hamm,1525637384,386
62,174053,thought provoking,1525637344,387
62,179401,Action,1528934538,388
62,179401,Comedy,1528934534,389
62,179401,Dwayne Johnson,1528934540,390
62,179401,funny,1528934536,391
62,183611,Comedy,1526244689,392
62,183611,funny,1526244688,393
62,183611,Rachel McAdams,1526244709,394
62,184471,adventure,1528024900,395
62,184471,Alicia Vikander,1528024914,396
62,184471,video game adaptation,1528024898,397
62,187593,Josh Brolin,1527274096,398
62,187593,Ryan Reynolds,1527274092,399
62,187593,sarcasm,1527274090,400
62,187595,Emilia Clarke,1528934560,401
62,187595,star wars,1528934552,402
63,260,classic,1443199698,403
63,260,space action,1443199710,404
76,260,action,1439165594,405
76,260,sci-fi,1439165588,406
103,260,EPIC,1431954312,407
103,260,great soundtrack,1431954337,408
103,296,good dialogue,1431954555,409
103,296,great soundtrack,1431954555,410
103,296,non-linear,1431954555,411
106,4896,Everything you want is here,1467566944,412
106,106489,adventure,1467566979,413
112,260,classic sci-fi,1442535682,414
112,260,engrossing adventure,1442535673,415
112,260,EPIC,1442535666,416
119,260,classic,1435942530,417
119,260,Nerd,1435942520,418
119,101142,animation,1436563067,419
119,101142,funny,1436563067,420
119,101142,stone age,1436563067,421
119,115149,action,1437763143,422
119,115149,killer,1437763143,423
119,115149,widows/widowers,1437763143,424
119,115617,animation,1435944890,425
119,115617,kids,1435944890,426
119,115617,robots,1435944890,427
119,120635,action,1438439306,428
119,120635,murder,1438439306,429
119,120635,police,1438439306,430
125,1726,Kevin Costner,1474483317,431
125,1726,Post apocalyptic,1474483320,432
125,2387,dark comedy,1474382225,433
125,2387,dark humor,1474382223,434
125,3052,irreverent,1474592072,435
125,3052,jay and silent bob,1474592004,436
125,3052,Kevin Smith,1474592000,437
125,3052,satire,1474591997,438
125,5088,irreverent,1474592207,439
125,7022,based on a book,1474381749,440
125,7022,bloody,1474381755,441
125,7022,brutal,1474381612,442
125,7022,controversial,1474381812,443
125,7022,dystopia,1474381779,444
125,7022,goretastic,1474381786,445
125,7022,satire,1474381739,446
125,7022,social commentary,1474381788,447
125,7022,survival,1474381609,448
125,7022,violence,1474381745,449
125,7254,alternate reality,1474381441,450
125,7254,sci-fi,1474381448,451
125,7254,science fiction,1474381455,452
125,7254,time travel,1474381439,453
125,8957,brutal,1474382001,454
125,8957,clever,1474382019,455
125,8957,Disturbing,1474382015,456
125,8957,great ending,1474381987,457
125,8957,mindfuck,1474381982,458
125,8957,surprise ending,1474381973,459
125,8957,suspense,1474381994,460
125,9010,cruel characters,1474381529,461
125,42632,brutality,1474381492,462
125,58301,dark humor,1474381561,463
125,60950,threesome,1474591817,464
125,62434,Seth Rogen,1474592476,465
125,62434,Sexual Humor,1474592473,466
125,67695,Seth Rogen,1474382123,467
125,100083,embarassing scenes,1474377075,468
125,100083,offensive,1474377060,469
125,100083,R language,1474377035,470
125,100083,sarcasm,1474377015,471
125,100083,satire,1474381901,472
125,156371,80's,1474469700,473
125,158872,Crude humor,1474382035,474
125,158872,mindfuck,1474382087,475
125,158872,sarcasm,1474382053,476
125,158872,satire,1474382047,477
125,158872,Vulgar,1474382100,478
132,3556,sofia coppola,1163148016,479
132,6323,John Cusack,1161800041,480
132,6367,Ewan McGregor,1161799885,481
132,6367,Renee Zellweger,1161799951,482
138,59103,jackie chan,1222676394,483
138,59103,kung fu,1222676405,484
161,52287,Something for everyone in this one... saw it without and plan on seeing it with kids!,1176498861,485
166,293,assassin,1188774484,486
166,293,Jean Reno,1188774487,487
166,54286,assassin,1188774519,488
166,54286,assassin-in-training (scene),1188774517,489
166,54286,espionage,1188774515,490
166,54286,Robert Ludlum,1188774524,491
167,104,test tag,1154718872,492
177,115617,feel-good,1435523876,493
177,115617,fun family movie,1435523876,494
177,115617,very funny,1435523876,495
184,2579,black and white,1537094307,496
184,2579,Christopher Nolan,1537094326,497
184,2579,directorial debut,1537094323,498
184,2579,mindfuck,1537094375,499
184,2579,not linear,1537094318,500
184,2579,Twist Ending,1537094309,501
184,3793,action,1537094381,502
184,3793,comic book,1537094359,503
184,3793,hugh jackman,1537094370,504
184,3793,marvel,1537094366,505
184,3793,superhero,1537094354,506
184,4226,dark,1537094453,507
184,4226,Mindfuck,1537094464,508
184,4226,nonlinear,1537094445,509
184,4226,psychology,1537094448,510
184,4226,twist ending,1537094447,511
184,4896,alan rickman,1537094576,512
184,4896,harry potter,1537094544,513
184,4896,humorous,1537094550,514
184,4896,Magic,1537094530,515
184,5388,atmospheric,1537094680,516
184,5388,insomnia,1537094688,517
184,5388,thought-provoking,1537094685,518
184,6283,amazing artwork,1537094506,519
184,6283,anime,1537094487,520
184,6283,sci-fi,1537094503,521
184,27156,anime,1537094261,522
184,27156,end of the world,1537094269,523
184,27156,epic,1537094270,524
184,27156,mecha,1537094278,525
184,27156,psychology,1537094263,526
184,193565,anime,1537098582,527
184,193565,comedy,1537098587,528
184,193565,gintama,1537098603,529
184,193565,remaster,1537098592,530
193,260,classic sci-fi,1435856940,531
193,260,space action,1435856955,532
193,260,space epic,1435856950,533
193,4878,atmospheric,1435857150,534
193,4878,cult film,1435857131,535
193,4878,dreamlike,1435857139,536
193,4878,hallucinatory,1435857144,537
193,4878,psychological,1435857147,538
193,4878,surreal,1435857128,539
193,4878,time travel,1435857135,540
193,7147,dreamlike,1435857017,541
193,7147,sentimental,1435857038,542
193,7147,surreal,1435857020,543
193,7147,Tim Burton,1435857024,544
193,7361,alternate reality,1435857168,545
193,7361,memory,1435857171,546
193,7361,thought-provoking,1435857163,547
193,97938,cinematography,1435857101,548
193,97938,India,1435857092,549
193,97938,surreal,1435857076,550
205,260,oldie but goodie,1519899101,551
205,260,sci-fi,1519899078,552
205,260,Star Wars,1519899108,553
226,6938,big wave,1160681362,554
226,6938,surfing,1160681362,555
226,48780,ummarti2006,1161615435,556
256,126548,funny,1447532592,557
256,126548,high school,1447532575,558
274,68319,comic book,1241762577,559
288,7020,Notable Nudity,1150988077,560
289,3,moldy,1143424860,561
289,3,old,1143424860,562
289,527,moving,1143424895,563
289,1101,predictable,1143424846,564
291,50872,a clever chef rat,1453051551,565
291,50872,inspirational,1453051559,566
291,102007,animation,1453135047,567
291,118696,hope,1453135079,568
300,6711,atmospheric,1425352343,569
305,4034,drugs,1462919721,570
305,4995,mathematics,1464428783,571
305,6502,zombies,1525274359,572
305,6953,DEPRESSING,1462398032,573
305,8641,stupid,1520707078,574
305,34405,predictable,1520284921,575
305,55721,Favelas,1462919777,576
305,83134,black comedy,1518811477,577
318,778,based on a book,1266408710,578
318,778,dark comedy,1266408707,579
318,778,narrated,1266408703,580
318,4612,reciprocal spectator,1416086512,581
318,4708,reciprocal spectator,1416086490,582
318,6400,documentary,1315333136,583
318,30892,Animation,1240158590,584
318,30892,Documentary,1240158551,585
318,30892,Henry Darger,1240158560,586
318,48698,the catholic church is the most corrupt organization in history,1276006189,587
318,64034,childish naivity,1242160404,588
318,64034,friendship,1242160427,589
318,68954,adventure,1266408634,590
318,68954,Bechdel Test:Fail,1266408641,591
318,68954,cartoon,1266408638,592
318,68954,children,1266408643,593
318,68954,computer animation,1266408645,594
318,68954,divorce,1266408656,595
318,68954,dogs,1266408658,596
318,68954,dreams,1266408662,597
318,68954,Pixar,1266408675,598
318,71494,Narrative pisstake,1426783741,599
318,81158,american idolatry,1299452954,600
318,82459,atmospheric,1300485463,601
318,82459,Coen Brothers,1300485477,602
318,82459,Jeff Bridges,1300485479,603
318,82459,Matt Damon,1300485480,604
318,82459,predictable,1300485405,605
318,90769,celebrity fetishism,1422524320,606
318,90769,mediacentralism,1422524320,607
318,90769,system holism,1422524320,608
318,96084,city politics,1421145735,609
318,96084,italy,1421145735,610
318,96084,political right versus left,1421145735,611
318,111364,Creature Feature,1414693918,612
318,118784,documentary,1420400992,613
318,118784,music industry,1420400992,614
318,118784,remix culture,1420400992,615
318,127172,film history,1423222565,616
318,127172,poetic,1423222565,617
318,127172,representation of children,1423222565,618
319,364,Disney,1461351898,619
319,364,Disney animated feature,1461351908,620
319,364,Oscar (Best Music - Original Score),1461351919,621
327,1288,music,1234790068,622
327,1923,Ben Stiller,1234789755,623
327,2616,comic book,1234789098,624
327,3481,music,1234788257,625
327,3897,music,1234788979,626
327,8641,awesome,1234789177,627
327,51255,british comedy,1234789115,628
336,1,pixar,1139045764,629
336,153,superhero,1139045840,630
336,552,knights,1139045825,631
336,1246,highschool,1139046768,632
336,32587,cult,1139046748,633
336,33660,boksdrama,1139046203,634
336,34162,stiller,1139046811,635
336,36529,wapendrama,1139046289,636
336,37729,animation,1139047294,637
336,38798,sisters,1139047262,638
341,260,ROBOTS AND ANDROIDS,1439750956,639
341,260,space,1439750961,640
356,2146,post-college,1229142995,641
356,37384,restaurant,1229142458,642
356,40955,transvestite,1229140689,643
356,44889,satire,1229140863,644
356,61323,dark comedy,1228073481,645
357,39,chick flick,1348627867,646
357,39,funny,1348627869,647
357,39,Paul Rudd,1348627871,648
357,39,quotable,1348627873,649
357,39,seen more than once,1348627878,650
357,1059,Amazing Cinematography,1348627235,651
357,1059,Leonardo DiCaprio,1348627233,652
357,1059,shakespeare,1348627264,653
357,1059,updated classics,1348627243,654
357,2762,Atmospheric,1348626902,655
357,2762,Bruce Willis,1348626919,656
357,2762,ghosts,1348626904,657
357,2762,imdb top 250,1348626908,658
357,2762,mindfuck,1348626910,659
357,2762,stylized,1348626915,660
357,2762,twist ending,1348626913,661
357,4370,android(s)/cyborg(s),1348628642,662
357,4370,artificial intelligence,1348628638,663
357,4370,Bittersweet,1348628628,664
357,4370,Steven Spielberg,1348628635,665
357,5464,cinematography,1348627174,666
357,5464,Tom Hanks,1348627179,667
357,7078,Bette Davis,1348628505,668
357,7078,Oscar (Best Actress),1348628502,669
357,7444,Mark Ruffalo,1348627960,670
357,7451,clever,1348627907,671
357,7451,High School,1348627902,672
357,7451,lesbian subtext,1348627909,673
357,48516,Leonardo DiCaprio,1348627149,674
357,48516,suspense,1348627152,675
357,48516,twist ending,1348627154,676
357,48516,undercover cop,1348627156,677
357,54997,Christian Bale,1348627195,678
357,55290,Casey Affleck,1348627116,679
357,55290,great performances,1348627127,680
357,55290,twist,1348627131,681
357,91500,ending,1348626941,682
357,91529,Anne Hathaway,1348626758,683
357,91529,Christian Bale,1348626755,684
357,91529,Christopher Nolan,1348626760,685
357,91529,comic book,1348626775,686
357,91529,great ending,1348626779,687
357,91529,Morgan Freeman,1348626766,688
357,91529,political commentary,1348626786,689
357,91529,superhero,1348626790,690
419,98961,Afghanistan,1362867327,691
419,98961,American propaganda,1362867290,692
419,98961,assassination,1362867308,693
419,98961,military,1362867315,694
419,98961,terrorism,1362867303,695
424,32,time travel,1457901872,696
424,47,mystery,1457842470,697
424,47,twist ending,1457842458,698
424,50,mindfuck,1457842328,699
424,50,suspense,1457842315,700
424,50,thriller,1457842332,701
424,50,tricky,1457842340,702
424,50,twist ending,1457842306,703
424,147,addiction,1457901627,704
424,147,heroin,1457901631,705
424,147,Leonardo DiCaprio,1457901625,706
424,147,Mark Wahlberg,1457901624,707
424,175,controversial,1457901665,708
424,175,New York City,1457901671,709
424,175,Nudity (Full Frontal),1457901668,710
424,223,cynical,1457844066,711
424,223,hilarious,1457844086,712
424,223,independent film,1457844084,713
424,223,quirky,1457844073,714
424,223,witty,1457844080,715
424,260,classic sci-fi,1457900772,716
424,260,sci-fi,1457900766,717
424,260,space adventure,1457900770,718
424,260,Star Wars,1457900775,719
424,288,brutality,1457846184,720
424,288,controversial,1457846195,721
424,288,dark comedy,1457846180,722
424,288,psychedelic,1457846191,723
424,288,satire,1457846198,724
424,288,stylized,1457846189,725
424,296,cult film,1457844546,726
424,296,drugs,1457844550,727
424,296,Quentin Tarantino,1457844541,728
424,296,Tarantino,1457844557,729
424,364,soundtrack,1457845497,730
424,527,thought-provoking,1457901041,731
424,541,sci-fi,1457900918,732
424,589,apocalypse,1457844854,733
424,589,Arnold Schwarzenegger,1457844841,734
424,589,nuclear war,1457844861,735
424,589,sci-fi,1457844847,736
424,589,Suspense,1457844864,737
424,589,time travel,1457844843,738
424,608,based on a true story,1457900882,739
424,608,dark comedy,1457900870,740
424,608,KIDNAPPING,1457900877,741
424,608,Steve Buscemi,1457900865,742
424,628,edward norton,1457843774,743
424,628,psychology,1457843776,744
424,628,suspense,1457843782,745
424,628,thought-provoking,1457843780,746
424,628,twist ending,1457843771,747
424,1089,ensemble cast,1457844739,748
424,1089,nonlinear,1457844742,749
424,1089,Quentin Tarantino,1457844729,750
424,1089,stylized,1457844737,751
424,1120,freedom of expression,1457845558,752
424,1136,british comedy,1457901498,753
424,1136,Monty Python,1457901496,754
424,1193,emotional,1457843688,755
424,1193,jack nicholson,1457843684,756
424,1198,adventure,1457901129,757
424,1198,archaeology,1457901464,758
424,1198,indiana jones,1457901132,759
424,1198,Steven Spielberg,1457901466,760
424,1198,treasure hunt,1457901471,761
424,1200,action,1457901258,762
424,1200,aliens,1457901252,763
424,1200,horror,1457901265,764
424,1200,sci-fi,1457901245,765
424,1200,space,1457901261,766
424,1200,space craft,1457901274,767
424,1200,SPACE TRAVEL,1457901269,768
424,1200,suspense,1457901256,769
424,1219,Alfred Hitchcock,1457902455,770
424,1219,psychology,1457902459,771
424,1219,suspenseful,1457902452,772
424,1219,tense,1457902461,773
424,1240,Action,1457901308,774
424,1240,artificial intelligence,1457901313,775
424,1240,robots,1457901305,776
424,1240,Sci-Fi,1457901302,777
424,1240,special effects,1457901322,778
424,1240,tense,1457901319,779
424,1240,time travel,1457901300,780
424,1258,atmospheric,1457843344,781
424,1258,disturbing,1457843347,782
424,1258,Horror,1457843352,783
424,1258,jack nicholson,1457843340,784
424,1258,masterpiece,1457843354,785
424,1258,psychological,1457843342,786
424,1258,Stanley Kubrick,1457843338,787
424,1258,suspense,1457843361,788
424,1343,horror,1457846257,789
424,1343,Juliette Lewis,1457846244,790
424,1343,Martin Scorsese,1457846252,791
424,1343,Robert De Niro,1457846254,792
424,1625,mindfuck,1457845252,793
424,1625,Mystery,1457845249,794
424,1625,plot twist,1457845255,795
